Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Alex Prugh,88,58.4,2010,295.7,68.6,29.47,55.35,70.878,526,,3,0.202,0.092,0.39,-0.304,-0.197,"1,272,606"
Ricky Barnes,103,58.37,2010,285.5,68.23,29.32,59.59,70.47,947,,6,0.021,0.604,-0.244,0.675,0.149,"1,835,195"
Marc Leishman,87,58.37,2010,295,66.67,29.44,56.9,70.769,738,,2,-0.146,0.418,0.074,0.417,0.072,"1,488,837"
Geoff Ogilvy,62,57.94,2010,287,67.69,29.22,56.16,70.764,815,1,1,0.37,0.735,-0.165,0.488,0.041,"2,393,045"
Brett Wetterich,54,57.82,2010,307.3,68.11,29.8,58.71,70.847,248,,,-0.126,0.107,0.415,0.106,-0.291,"510,672"
Jason Day,82,57.78,2010,298.2,67.68,29.15,60.38,70.274,988,1,3,-0.009,0.738,0.254,0.054,0.444,"2,904,327"
Ryan Palmer,84,57.23,2010,295.8,65.48,28.77,55.56,70.824,"1,071",1,3,0.433,0.294,0.175,0.01,-0.324,"2,985,296"
Matt Bettencourt,91,57.16,2010,294,60.17,28.46,57.98,71.575,472,1,1,0.368,-0.487,0.089,-0.831,-0.111,"855,901"
David Duval,71,57.08,2010,286.9,66.1,29.48,52.26,71.688,404,,1,0.12,-0.278,-0.354,0.202,-0.245,"919,584"
Matt Jones,89,57.07,2010,293.3,65.29,28.65,60.61,70.605,647,,5,0.509,0.495,-0.122,-0.219,0.321,"1,215,743"
James Driscoll,78,56.96,2010,293.9,66.81,29.31,58.15,70.954,340,,1,0.315,0.056,-0.014,-0.26,0.019,"500,625"
Padraig Harrington,57,56.7,2010,292.1,61.9,28.3,61.2,70.174,662,,5,0.267,1.063,-0.104,0.524,0.379,"1,381,453"
Aaron Baddeley,94,56.65,2010,298.9,64.6,28.57,57.1,70.995,481,,1,0.509,0.208,0.112,-0.797,0.391,"879,317"
David Lutterus,69,56.61,2010,291.9,64.29,29.86,54.81,72.17,103,,,-0.33,-1.044,-0.368,-0.439,0.1,"123,170"
Dustin Johnson,83,56.35,2010,308.5,67.95,29.37,55.81,70.135,"1,362",1,5,0.112,0.979,0.76,0.288,-0.179,"4,473,122"
Scott Piercy,88,56.03,2010,296.8,67.74,29.11,54.79,71.196,380,,2,0.215,-0.004,-0.013,-0.065,-0.142,"676,432"
Vance Veazey,58,55.88,2010,284.3,62.71,29.58,50.72,72.323,73,,,-0.109,-1.444,-1.117,-0.084,-0.128,"111,370"
Robert Garrigus,71,55.73,2010,315.5,67.61,29.89,51.98,71.264,382,,2,-0.164,-0.269,0.73,0.025,-0.845,"1,583,275"
Bubba Watson,77,55.67,2010,309.8,68.54,29.4,55.5,70.229,"1,498",1,4,-0.077,0.695,0.798,0.14,-0.168,"3,198,998"
Jeff Overton,89,55.44,2010,297.3,66.86,29.04,56.8,70.497,"1,536",,6,0.409,0.63,0.232,0.064,-0.074,"3,456,356"
Andres Romero,73,55.05,2010,296,65.07,28.93,60.78,70.986,418,,2,0.254,0.136,0.167,-0.101,-0.184,"979,170"
Brenden Pappas,66,54.94,2010,288.4,66.49,29.5,55.61,71.966,89,,,-0.091,-0.731,-0.593,-0.074,0.03,"133,584"
Derek Lamely,81,54.84,2010,294,61.93,29.17,57,71.666,487,1,1,0.02,-0.592,-0.199,-0.332,-0.081,"972,961"
Charles Howell III,103,54.58,2010,294.3,68.57,28.96,64.46,70.292,746,,4,0.452,0.784,-0.041,0.046,0.324,"1,482,211"
Ángel Cabrera,64,54.49,2010,304.5,65.78,29.48,55.15,70.919,524,,2,-0.148,0.249,0.598,-0.027,-0.17,"1,266,440"
J.B. Holmes,100,54.45,2010,307.2,65.5,28.86,62.48,70.089,"1,153",,3,0.064,0.936,0.729,0.026,0.113,"2,386,248"
George McNeill,79,54.34,2010,293.4,66.03,29.32,55.49,71.207,338,,1,0.319,0.028,-0.488,0.175,0.018,"664,854"
Mike Weir,59,53.83,2010,273.9,57.89,28.16,58.8,71.571,360,,1,-0.018,-0.241,-1.246,0.466,0.559,"559,092"
Tim Herron,79,53.49,2010,291.7,66.51,29.36,58.86,71.171,234,,,0.171,-0.227,-0.233,-0.211,0.044,"391,502"
Rich Barcelo,70,52.8,2010,287.6,61.72,28.97,54.2,71.751,187,,,0.144,-0.52,-1.027,0.228,0.13,"188,892"
Phil Mickelson,76,52.66,2010,299.1,65.13,28.79,61.84,69.966,"1,629",1,5,-0.147,1.001,0.185,0.738,0.228,"3,821,733"
John Daly,63,52.21,2010,305.7,65.66,29.78,53.53,71.697,97,,,-0.653,-0.989,0.336,-0.374,-0.298,"158,587"
Jimmy Walker,82,51.29,2010,292.9,65.88,29.14,58.46,70.953,554,,2,0.252,0.093,-0.538,0.336,0.047,"937,987"
Daniel Chopra,74,51.27,2010,295.9,61.64,28.88,56.16,72.194,142,,,0.361,-1.096,-0.307,-1.07,-0.084,"311,405"
Martin Flores,75,50.15,2010,300.7,64.79,29.41,54,71.882,137,,1,-0.106,-0.883,-0.223,-0.553,-0.001,"318,673"
Sergio Garcia,,,2018,,,,,,362,,3,,,,,,"$878,354 "
Steve Stricker,,,2018,,,,,,274,,,,,,,,"$582,566 "
Thomas Pieters,,,2018,,,,,,260,,1,,,,,,"$813,227 "
Ross Fisher,,,2018,,,,,,119,,,,,,,,"$412,954 "
Graham DeLaet,,,2018,,,,,,111,,1,,,,,,"$251,630 "
K.J. Choi,,,2018,,,,,,110,,1,,,,,,"$219,405 "
Andres Romero,,,2018,,,,,,104,,1,,,,,,"$206,764 "
Parker McLachlin,,,2018,,,,,,92,,,,,,,,"$174,039 "
Camilo Villegas,,,2018,,,,,,90,,,,,,,,"$229,439 "
Tim Herron,,,2018,,,,,,87,,,,,,,,"$209,216 "
Stuart Appleby,,,2018,,,,,,84,,,,,,,,"$175,235 "
Morgan Hoffmann,,,2018,,,,,,81,,,,,,,,"$170,673 "
John Merrick,,,2018,,,,,,79,,,,,,,,"$119,407 "
Smylie Kaufman,,,2018,,,,,,74,,1,,,,,,"$201,136 "
Sangmoon Bae,,,2018,,,,,,71,,,,,,,,"$184,057 "
Bernhard Langer,,,2018,,,,,,57,,,,,,,,"$130,200 "
Jerry Kelly,,,2018,,,,,,54,,,,,,,,"$108,500 "
Brendon de Jonge,,,2018,,,,,,49,,1,,,,,,"$110,276 "
Geoff Ogilvy,,,2018,,,,,,48,,,,,,,,"$93,947 "
D.J. Trahan,,,2018,,,,,,46,,,,,,,,"$85,595 "
Ernie Els,,,2018,,,,,,46,,,,,,,,"$102,868 "
Davis Love III,,,2018,,,,,,45,,,,,,,,"$97,920 "
George McNeill,,,2018,,,,,,42,,,,,,,,"$91,100 "
Martin Kaymer,,,2018,,,,,,42,,,,,,,,"$115,379 "
Luke Donald,,,2018,,,,,,42,,,,,,,,"$81,989 "
Brandon Hagy,,,2018,,,,,,39,,,,,,,,"$76,817 "
Steve Marino,,,2018,,,,,,36,,,,,,,,"$76,616 "
Eric Axley,,,2018,,,,,,33,,,,,,,,"$69,125 "
Ken Duke,,,2018,,,,,,33,,,,,,,,"$82,161 "
Dicky Pride,,,2018,,,,,,30,,,,,,,,"$42,810 "
Padraig Harrington,,,2018,,,,,,29,,,,,,,,"$93,260 "
Troy Matteson,,,2018,,,,,,28,,,,,,,,"$39,000 "
Jason Bohn,,,2018,,,,,,27,,,,,,,,"$43,620 "
Tommy Gainey,,,2018,,,,,,26,,,,,,,,"$39,508 "
John Senden,,,2018,,,,,,25,,,,,,,,"$68,604 "
Heath Slocum,,,2018,,,,,,24,,,,,,,,"$37,814 "
Vijay Singh,,,2018,,,,,,24,,,,,,,,"$95,334 "
Brian Davis,,,2018,,,,,,20,,,,,,,,"$60,851 "
Seung-Yul Noh,,,2018,,,,,,19,,,,,,,,"$44,516 "
Fred Couples,,,2018,,,,,,18,,,,,,,,"$46,200 "
Colt Knost,,,2018,,,,,,13,,,,,,,,"$43,134 "
Jim Herman,,,2018,,,,,,13,,,,,,,,"$46,962 "
Ángel Cabrera,,,2018,,,,,,11,,,,,,,,"$20,353 "
Derek Ernst,,,2018,,,,,,11,,,,,,,,"$20,353 "
Mark Wilson,,,2018,,,,,,9,,,,,,,,"$33,348 "
Bob Estes,,,2018,,,,,,7,,,,,,,,"$15,431 "
Charlie Beljan,,,2018,,,,,,7,,,,,,,,"$21,344 "
Charlie Wi,,,2018,,,,,,7,,,,,,,,"$10,878 "
Daniel Chopra,,,2018,,,,,,6,,,,,,,,"$8,784 "
Kris Blanks,,,2018,,,,,,6,,,,,,,,"$18,998 "
Rick Lamb,,,2018,,,,,,6,,,,,,,,"$14,136 "
Omar Uresti,,,2018,,,,,,6,,,,,,,,"$21,278 "
Andrew Johnston,,,2018,,,,,,5,,,,,,,,"$24,448 "
John Daly,,,2018,,,,,,5,,,,,,,,"$18,362 "
John Rollins,,,2018,,,,,,4,,,,,,,,"$15,598 "
Cameron Beckman,,,2018,,,,,,4,,,,,,,,"$12,694 "
Arjun Atwal,,,2018,,,,,,4,,,,,,,,"$12,006 "
Robert Allenby,,,2018,,,,,,4,,,,,,,,"$19,970 "
Paul Goydos,,,2018,,,,,,3,,,,,,,,"$18,067 "
Chris Couch,,,2018,,,,,,3,,,,,,,,"$13,000 "
Jay Don Blake,,,2018,,,,,,3,,,,,,,,"$7,595 "
Michael Bradley,,,2018,,,,,,3,,,,,,,,"$7,595 "
Olin Browne,,,2018,,,,,,3,,,,,,,,"$7,385 "
Jonathan Kaye,,,2018,,,,,,2,,,,,,,,"$7,004 "
Neal Lancaster,,,2018,,,,,,2,,,,,,,,"$6,930 "
Shaun Micheel,,,2018,,,,,,2,,,,,,,,"$6,930 "
Mike Weir,,,2018,,,,,,2,,,,,,,,"$5,760 "
Trevor Immelman,,,2018,,,,,,1,,,,,,,,"$5,520 "
Henrik Stenson,,,2017,,,,,,"1,079",1,3,,,,,,"$2,769,771 "
Steve Stricker,,,2017,,,,,,410,,2,,,,,,"$1,002,036 "
Greg Owen,,,2017,,,,,,314,,2,,,,,,"$738,711 "
Jonathan Byrd,,,2017,,,,,,172,,1,,,,,,"$328,337 "
John Peterson,,,2017,,,,,,153,,,,,,,,"$329,705 "
Joel Dahmen,,,2017,,,,,,143,,1,,,,,,"$344,824 "
Vijay Singh,,,2017,,,,,,140,,,,,,,,"$337,305 "
Will MacKenzie,,,2017,,,,,,127,,,,,,,,"$272,288 "
Davis Love III,,,2017,,,,,,124,,1,,,,,,"$257,270 "
Bill Lunde,,,2017,,,,,,121,,1,,,,,,"$233,984 "
Andrew Johnston,,,2017,,,,,,112,,1,,,,,,"$293,233 "
Stuart Appleby,,,2017,,,,,,104,,1,,,,,,"$206,607 "
Ángel Cabrera,,,2017,,,,,,96,,1,,,,,,"$210,479 "
Andres Romero,,,2017,,,,,,91,,,,,,,,"$196,518 "
Dicky Pride,,,2017,,,,,,85,,,,,,,,"$165,022 "
Padraig Harrington,,,2017,,,,,,82,,,,,,,,"$171,407 "
Willy Wilcox,,,2017,,,,,,81,,,,,,,,"$137,567 "
Hiroshi Iwata,,,2017,,,,,,76,,1,,,,,,"$179,133 "
Jon Curran,,,2017,,,,,,60,,,,,,,,"$128,092 "
Jason Gore,,,2017,,,,,,56,,,,,,,,"$133,125 "
John Senden,,,2017,,,,,,55,,,,,,,,"$104,044 "
Mark Wilson,,,2017,,,,,,54,,,,,,,,"$100,286 "
Chesson Hadley,,,2017,,,,,,53,,,,,,,,"$82,208 "
Fred Couples,,,2017,,,,,,52,,,,,,,,"$148,500 "
Steve Marino,,,2017,,,,,,45,,,,,,,,"$98,573 "
Bob Estes,,,2017,,,,,,41,,,,,,,,"$76,930 "
John Merrick,,,2017,,,,,,40,,,,,,,,"$74,648 "
Y.E. Yang,,,2017,,,,,,39,,,,,,,,"$67,091 "
Charlie Wi,,,2017,,,,,,39,,,,,,,,"$65,613 "
Jerry Kelly,,,2017,,,,,,34,,,,,,,,"$59,856 "
Freddie Jacobson,,,2017,,,,,,32,,,,,,,,"$61,129 "
Brendon de Jonge,,,2017,,,,,,31,,,,,,,,"$54,273 "
Tyler Aldridge,,,2017,,,,,,30,,,,,,,,"$67,722 "
Craig Barlow,,,2017,,,,,,29,,,,,,,,"$53,426 "
Danny Willett,,,2017,,,,,,26,,,,,,,,"$217,975 "
Arjun Atwal,,,2017,,,,,,20,,,,,,,,"$40,799 "
Robert Allenby,,,2017,,,,,,19,,,,,,,,"$32,851 "
Zack Sucher,,,2017,,,,,,18,,,,,,,,"$35,135 "
"Ted Potter, Jr.",,,2017,,,,,,16,,,,,,,,"$31,284 "
Tim Herron,,,2017,,,,,,11,,,,,,,,"$29,857 "
Bobby Wyatt,,,2017,,,,,,10,,,,,,,,"$33,139 "
Larry Mize,,,2017,,,,,,9,,,,,,,,"$27,720 "
Shane Bertsch,,,2017,,,,,,7,,,,,,,,"$15,328 "
Michael Bradley,,,2017,,,,,,7,,,,,,,,"$13,514 "
D.J. Trahan,,,2017,,,,,,6,,,,,,,,"$15,155 "
Tommy Gainey,,,2017,,,,,,6,,,,,,,,"$23,717 "
Justin Leonard,,,2017,,,,,,5,,,,,,,,"$13,702 "
Troy Matteson,,,2017,,,,,,5,,,,,,,,"$12,376 "
George McNeill,,,2017,,,,,,4,,,,,,,,"$9,984 "
Tim Petrovic,,,2017,,,,,,4,,,,,,,,"$9,984 "
David Toms,,,2017,,,,,,4,,,,,,,,"$9,984 "
Charlie Beljan,,,2017,,,,,,4,,,,,,,,"$13,869 "
Peter Lonard,,,2017,,,,,,4,,,,,,,,"$7,524 "
Max Homa,,,2017,,,,,,3,,,,,,,,"$18,008 "
Eric Axley,,,2017,,,,,,3,,,,,,,,"$9,198 "
Omar Uresti,,,2017,,,,,,3,,,,,,,,"$19,250 "
Brendon Todd,,,2017,,,,,,3,,,,,,,,"$14,925 "
Colt Knost,,,2017,,,,,,3,,,,,,,,"$13,580 "
Fred Funk,,,2017,,,,,,2,,,,,,,,"$11,280 "
John Rollins,,,2017,,,,,,2,,,,,,,,"$8,736 "
Chris Smith,,,2017,,,,,,2,,,,,,,,"$6,755 "
Shaun Micheel,,,2017,,,,,,1,,,,,,,,"$6,300 "
Henrik Stenson,,,2016,,,,,,"1,387",1,4,,,,,,"$3,397,373 "
Danny Willett,,,2016,,,,,,691,1,3,,,,,,"$1,938,132 "
Bud Cauley,,,2016,,,,,,409,,3,,,,,,"$760,430 "
Greg Chalmers,,,2016,,,,,,366,1,1,,,,,,"$695,188 "
Jamie Donaldson,,,2016,,,,,,322,,,,,,,,"$520,052 "
Cameron Percy,,,2016,,,,,,258,,,,,,,,"$313,456 "
Ian Poulter,,,2016,,,,,,236,,1,,,,,,"$370,256 "
Brice Garnett,,,2016,,,,,,222,,2,,,,,,"$446,565 "
Justin Leonard,,,2016,,,,,,186,,,,,,,,"$288,428 "
Tim Herron,,,2016,,,,,,186,,1,,,,,,"$297,238 "
Miguel Angel Carballo,,,2016,,,,,,159,,1,,,,,,"$240,509 "
Davis Love III,,,2016,,,,,,154,,,,,,,,"$222,422 "
Brian Gay,,,2016,,,,,,149,,1,,,,,,"$280,619 "
Alex Prugh,,,2016,,,,,,133,,,,,,,,"$135,437 "
D.J. Trahan,,,2016,,,,,,124,,1,,,,,,"$225,751 "
Wesley Bryan,,,2016,,,,,,122,,1,,,,,,"$178,729 "
Andres Romero,,,2016,,,,,,120,,1,,,,,,"$195,262 "
John Merrick,,,2016,,,,,,114,,,,,,,,"$162,969 "
Matt Every,,,2016,,,,,,112,,,,,,,,"$158,453 "
Nick Watney,,,2016,,,,,,99,,,,,,,,"$189,880 "
Lucas Lee,,,2016,,,,,,93,,,,,,,,"$98,965 "
Shane Bertsch,,,2016,,,,,,91,,,,,,,,"$105,493 "
Tim Clark,,,2016,,,,,,86,,,,,,,,"$110,361 "
Jonathan Byrd,,,2016,,,,,,73,,,,,,,,"$58,655 "
Tom Gillis,,,2016,,,,,,72,,,,,,,,"$93,242 "
Michael Bradley,,,2016,,,,,,62,,,,,,,,"$60,114 "
Marc Turnesa,,,2016,,,,,,62,,,,,,,,"$82,384 "
John Rollins,,,2016,,,,,,62,,,,,,,,"$74,084 "
Ryo Ishikawa,,,2016,,,,,,55,,,,,,,,"$62,102 "
Carl Pettersson,,,2016,,,,,,48,,,,,,,,"$66,986 "
Cameron Beckman,,,2016,,,,,,45,,,,,,,,"$59,191 "
Bernhard Langer,,,2016,,,,,,45,,,,,,,,"$89,000 "
Darron Stiles,,,2016,,,,,,44,,,,,,,,"$60,197 "
Eric Axley,,,2016,,,,,,41,,,,,,,,"$71,563 "
Billy Mayfair,,,2016,,,,,,40,,,,,,,,"$39,720 "
Darren Clarke,,,2016,,,,,,39,,,,,,,,"$51,489 "
Ted Purdy,,,2016,,,,,,38,,,,,,,,"$42,027 "
Pat Perez,,,2016,,,,,,34,,,,,,,,"$47,840 "
Michael Putnam,,,2016,,,,,,30,,,,,,,,"$65,600 "
Frank Lickliter II,,,2016,,,,,,28,,,,,,,,"$28,986 "
Shaun Micheel,,,2016,,,,,,28,,,,,,,,"$17,760 "
Troy Matteson,,,2016,,,,,,26,,,,,,,,"$26,248 "
Rocco Mediate,,,2016,,,,,,26,,,,,,,,"$32,000 "
Charlie Wi,,,2016,,,,,,26,,,,,,,,"$20,556 "
Fred Funk,,,2016,,,,,,26,,,,,,,,"$18,662 "
Brian Davis,,,2016,,,,,,23,,,,,,,,"$27,880 "
Ben Curtis,,,2016,,,,,,22,,,,,,,,"$12,691 "
Arjun Atwal,,,2016,,,,,,21,,,,,,,,"$28,598 "
Steve Flesch,,,2016,,,,,,19,,,,,,,,"$36,062 "
Larry Mize,,,2016,,,,,,19,,,,,,,,"$24,900 "
Bo Van Pelt,,,2016,,,,,,18,,,,,,,,"$15,392 "
Jarrod Lyle,,,2016,,,,,,10,,,,,,,,"$15,884 "
Omar Uresti,,,2016,,,,,,10,,,,,,,,"$7,910 "
Trevor Immelman,,,2016,,,,,,7,,,,,,,,"$20,509 "
Mark O'Meara,,,2016,,,,,,7,,,,,,,,"$20,573 "
Kent Jones,,,2016,,,,,,3,,,,,,,,"$9,792 "
Mark Hensby,,,2016,,,,,,2,,,,,,,,"$17,344 "
Tim Petrovic,,,2016,,,,,,2,,,,,,,,"$17,142 "
Marco Dawson,,,2016,,,,,,2,,,,,,,,"$19,848 "
Tommy Gainey,,,2016,,,,,,1,,,,,,,,"$7,872 "
Rich Beem,,,2016,,,,,,1,,,,,,,,"$17,450 "
Charlie Beljan,,,2016,,,,,,1,,,,,,,,"$11,160 "
John Peterson,,,2016,,,,,,1,,,,,,,,"$13,020 "
Matt Bettencourt,,,2016,,,,,,1,,,,,,,,"$6,195 "
Rory McIlroy,,,2015,,,,,,"1,567",2,6,,,,,,"$4,863,312 "
Tim Clark,,,2015,,,,,,481,,1,,,,,,"$1,028,139 "
Will MacKenzie,,,2015,,,,,,458,,3,,,,,,"$863,563 "
Martin Kaymer,,,2015,,,,,,406,,1,,,,,,"$886,378 "
Tom Gillis,,,2015,,,,,,391,,1,,,,,,"$634,554 "
Vaughn Taylor,,,2015,,,,,,361,,2,,,,,,"$533,036 "
Graeme McDowell,,,2015,,,,,,320,,1,,,,,,"$686,438 "
Freddie Jacobson,,,2015,,,,,,268,,1,,,,,,"$416,259 "
Shane Lowry,,,2015,,,,,,222,1,3,,,,,,"$502,517 "
Steve Stricker,,,2015,,,,,,218,,,,,,,,"$269,701 "
Tiger Woods,,,2015,,,,,,215,,1,,,,,,"$448,598 "
Kyle Stanley,,,2015,,,,,,200,,,,,,,,"$245,504 "
Victor Dubuisson,,,2015,,,,,,145,,,,,,,,"$354,625 "
Rod Pampling,,,2015,,,,,,138,,1,,,,,,"$189,055 "
Chris Smith,,,2015,,,,,,128,,1,,,,,,"$212,910 "
Tim Petrovic,,,2015,,,,,,123,,1,,,,,,"$222,551 "
Ryan Armour,,,2015,,,,,,123,,,,,,,,"$144,229 "
John Rollins,,,2015,,,,,,121,,1,,,,,,"$218,064 "
Andrew Loupe,,,2015,,,,,,112,,1,,,,,,"$183,850 "
Kenny Perry,,,2015,,,,,,105,,,,,,,,"$142,390 "
Stuart Appleby,,,2015,,,,,,100,,,,,,,,"$138,968 "
Josh Teater,,,2015,,,,,,94,,,,,,,,"$80,359 "
Trevor Immelman,,,2015,,,,,,76,,,,,,,,"$74,660 "
Blake Adams,,,2015,,,,,,74,,,,,,,,"$156,939 "
Zack Sucher,,,2015,,,,,,70,,,,,,,,"$85,614 "
Fred Funk,,,2015,,,,,,66,,1,,,,,,"$141,171 "
Arjun Atwal,,,2015,,,,,,64,,,,,,,,"$63,909 "
Jarrod Lyle,,,2015,,,,,,63,,,,,,,,"$66,145 "
Glen Day,,,2015,,,,,,61,,,,,,,,"$54,909 "
Carlos Sainz Jr,,,2015,,,,,,59,,1,,,,,,"$124,115 "
Steve Flesch,,,2015,,,,,,58,,1,,,,,,"$110,527 "
Tommy Gainey,,,2015,,,,,,57,,,,,,,,"$70,137 "
John Daly,,,2015,,,,,,57,,1,,,,,,"$91,933 "
Mark Hensby,,,2015,,,,,,53,,1,,,,,,"$122,938 "
Ben Curtis,,,2015,,,,,,51,,,,,,,,"$59,018 "
Troy Kelly,,,2015,,,,,,50,,,,,,,,"$67,547 "
Y.E. Yang,,,2015,,,,,,49,,,,,,,,"$50,024 "
Mike Weir,,,2015,,,,,,48,,,,,,,,"$72,800 "
Matt Bettencourt,,,2015,,,,,,48,,,,,,,,"$46,505 "
Mark O'Meara,,,2015,,,,,,47,,,,,,,,"$114,915 "
Charlie Wi,,,2015,,,,,,44,,,,,,,,"$39,480 "
Troy Matteson,,,2015,,,,,,43,,,,,,,,"$42,450 "
Kevin Stadler,,,2015,,,,,,41,,,,,,,,"$42,160 "
Justin Hicks,,,2015,,,,,,41,,,,,,,,"$42,171 "
Cameron Beckman,,,2015,,,,,,40,,,,,,,,"$32,995 "
Joe Affrunti,,,2015,,,,,,39,,,,,,,,"$31,480 "
Dicky Pride,,,2015,,,,,,31,,,,,,,,"$39,414 "
David Duval,,,2015,,,,,,31,,,,,,,,"$36,839 "
D.J. Trahan,,,2015,,,,,,31,,,,,,,,"$36,855 "
Richard Sterne,,,2015,,,,,,29,,,,,,,,"$27,690 "
Woody Austin,,,2015,,,,,,29,,,,,,,,"$27,774 "
Lee Janzen,,,2015,,,,,,29,,,,,,,,"$43,500 "
Billy Mayfair,,,2015,,,,,,26,,,,,,,,"$19,710 "
Benjamín Alvarado,,,2015,,,,,,26,,,,,,,,"$28,800 "
Shaun Micheel,,,2015,,,,,,25,,,,,,,,"$16,321 "
Duffy Waldorf,,,2015,,,,,,25,,,,,,,,"$29,944 "
Michael Bradley,,,2015,,,,,,22,,,,,,,,"$18,736 "
Dudley Hart,,,2015,,,,,,22,,,,,,,,"$29,013 "
Scott Verplank,,,2015,,,,,,21,,,,,,,,"$25,683 "
Daniel Chopra,,,2015,,,,,,17,,,,,,,,"$11,700 "
Stephen Ames,,,2015,,,,,,13,,,,,,,,"$7,613 "
Kent Jones,,,2015,,,,,,13,,,,,,,,"$7,626 "
Chris Riley,,,2015,,,,,,13,,,,,,,,"$14,216 "
Harrison Frazar,,,2015,,,,,,12,,,,,,,,"$37,550 "
Garrett Willis,,,2015,,,,,,12,,,,,,,,"$8,708 "
Scott McCarron,,,2015,,,,,,9,,,,,,,,"$8,880 "
Parker McLachlin,,,2015,,,,,,7,,,,,,,,"$7,560 "
Len Mattiace,,,2015,,,,,,5,,,,,,,,"$6,479 "
Guy Boros,,,2015,,,,,,4,,,,,,,,"$6,270 "
Ted Purdy,,,2015,,,,,,4,,,,,,,,"$6,386 "
Brandt Jobe,,,2015,,,,,,2,,,,,,,,"$12,825 "
Tom Watson,,,2015,,,,,,1,,,,,,,,"$11,623 "
Tim Herron,,,2015,,,,,,1,,,,,,,,"$5,820 "
Patrick Cantlay,,,2015,,,,,,1,,,,,,,,"$11,468 "
Steve Lowery,,,2015,,,,,,1,,,,,,,,"$6,650 "
Bernhard Langer,,,2015,,,,,,1,,,,,,,,"$22,082 "
Steve Stricker,,,2014,,,,,,519,,2,,,,,,"$1,154,747 "
Peter Hanson,,,2014,,,,,,262,,,,,,,,"$415,531 "
Scott Piercy,,,2014,,,,,,238,,,,,,,,"$411,635 "
Steve Marino,,,2014,,,,,,224,,,,,,,,"$294,565 "
Joe Durant,,,2014,,,,,,221,,,,,,,,"$369,268 "
Thorbjørn Olesen,,,2014,,,,,,182,,1,,,,,,"$335,222 "
Jason Gore,,,2014,,,,,,175,,1,,,,,,"$273,857 "
Peter Malnati,,,2014,,,,,,172,,,,,,,,"$271,326 "
Dicky Pride,,,2014,,,,,,159,,1,,,,,,"$243,592 "
Tim Herron,,,2014,,,,,,157,,,,,,,,"$212,771 "
Eric Axley,,,2014,,,,,,141,,,,,,,,"$180,734 "
Scott Gardiner,,,2014,,,,,,125,,,,,,,,"$209,270 "
Padraig Harrington,,,2014,,,,,,116,,,,,,,,"$169,175 "
Miguel Angel Carballo,,,2014,,,,,,116,,,,,,,,"$161,491 "
Stephen Ames,,,2014,,,,,,104,,,,,,,,"$141,143 "
David Lynn,,,2014,,,,,,104,,,,,,,,"$207,414 "
Tim Petrovic,,,2014,,,,,,96,,,,,,,,"$109,299 "
Blake Adams,,,2014,,,,,,91,,,,,,,,"$98,439 "
Ryuji Imada,,,2014,,,,,,90,,,,,,,,"$98,186 "
Nicolas Colsaerts,,,2014,,,,,,88,,,,,,,,"$123,367 "
Kenny Perry,,,2014,,,,,,83,,,,,,,,"$130,588 "
Darren Clarke,,,2014,,,,,,83,,,,,,,,"$128,293 "
Bernhard Langer,,,2014,,,,,,80,,1,,,,,,"$234,000 "
Doug LaBelle II,,,2014,,,,,,79,,,,,,,,"$84,209 "
Kevin Foley,,,2014,,,,,,78,,,,,,,,"$87,738 "
David Duval,,,2014,,,,,,77,,,,,,,,"$94,709 "
Rod Pampling,,,2014,,,,,,74,,1,,,,,,"$154,051 "
Lee Williams,,,2014,,,,,,74,,,,,,,,"$66,075 "
Bob Estes,,,2014,,,,,,73,,1,,,,,,"$156,000 "
Alex Prugh,,,2014,,,,,,72,,,,,,,,"$90,606 "
Cameron Beckman,,,2014,,,,,,72,,,,,,,,"$72,835 "
Greg Owen,,,2014,,,,,,67,,,,,,,,"$95,117 "
John Daly,,,2014,,,,,,63,,,,,,,,"$76,635 "
José Coceres,,,2014,,,,,,59,,,,,,,,"$57,620 "
Matt Bettencourt,,,2014,,,,,,57,,,,,,,,"$96,825 "
Mark Anderson,,,2014,,,,,,55,,,,,,,,"$122,598 "
Will Claxton,,,2014,,,,,,52,,,,,,,,"$56,886 "
Tom Watson,,,2014,,,,,,51,,,,,,,,"$53,727 "
Fred Couples,,,2014,,,,,,49,,,,,,,,"$101,160 "
Mark Calcavecchia,,,2014,,,,,,49,,,,,,,,"$68,608 "
Patrick Cantlay,,,2014,,,,,,48,,,,,,,,"$76,131 "
Tiger Woods,,,2014,,,,,,45,,,,,,,,"$108,275 "
Tag Ridings,,,2014,,,,,,42,,,,,,,,"$53,647 "
Lee Janzen,,,2014,,,,,,41,,,,,,,,"$63,946 "
Joe Ogilvie,,,2014,,,,,,40,,,,,,,,"$52,035 "
Glen Day,,,2014,,,,,,40,,,,,,,,"$30,628 "
Steve Flesch,,,2014,,,,,,37,,,,,,,,"$46,352 "
Harrison Frazar,,,2014,,,,,,37,,,,,,,,"$47,247 "
Justin Bolli,,,2014,,,,,,37,,,,,,,,"$29,327 "
José María Olazábal,,,2014,,,,,,36,,,,,,,,"$48,600 "
Alex Cejka,,,2014,,,,,,34,,,,,,,,"$57,059 "
